,ts,actual,district,MEAN,ARF,HTR,SRP
41,2016-03-04 19:35:19,478,Manhattan,733.0,713.8583918087345,667.7297297297298,683.5775028080773
42,2016-03-04 19:35:23,980,Global,726.9285714285714,892.0746006960034,1336.75,1353.8960187977982
43,2016-03-04 19:35:26,814,Manhattan,732.8139534883721,685.5464071851341,662.7368421052632,663.7060877229903
44,2016-03-04 19:35:34,530,Manhattan,734.659090909091,747.3041100781668,666.6153846153846,710.5376658539634
45,2016-03-04 19:35:35,1157,Manhattan,730.1111111111112,606.2979414210154,663.2,631.5266966515134
46,2016-03-04 19:35:36,500,Manhattan,739.3913043478261,805.3838931549711,675.2439024390244,807.9872129061733
47,2016-03-04 19:35:44,362,Manhattan,734.2978723404256,658.9305230894125,671.0714285714286,691.5878183954767
48,2016-03-04 19:36:03,578,Manhattan,726.5416666666667,676.5546793713326,663.8837209302326,635.5571371432801
49,2016-03-04 19:36:23,325,Manhattan,723.5102040816328,584.1117593265503,661.9318181818182,606.220411616835
50,2016-03-04 19:36:26,160,Manhattan,715.5400000000001,567.6256724163461,654.4444444444445,582.8737347467963
51,2016-03-04 19:36:31,885,Manhattan,704.6470588235295,564.355043979803,643.695652173913,541.6013816339846
52,2016-03-04 19:36:32,284,Manhattan,708.1153846153848,613.2561604438115,648.8297872340426,598.8363825460751
53,2016-03-04 19:36:33,1259,Queens,700.11320754717,0.0,0.0,0.0
54,2016-03-04 19:36:39,1395,Manhattan,710.4629629629632,734.578763885273,641.2291666666666,898.5577507468272
55,2016-03-04 19:37:09,1715,Manhattan,722.9090909090911,967.0864368516338,656.6122448979592,1017.5672413634043
56,2016-03-04 19:37:16,433,Manhattan,740.6250000000002,684.0174530015065,677.78,638.2756127758013
57,2016-03-04 19:37:19,1380,Manhattan,735.2280701754388,723.6634744227437,672.9803921568628,609.6156599802264
58,2016-03-04 19:37:20,298,Manhattan,746.3448275862071,739.7667886909885,686.5769230769231,693.7166117255807
59,2016-03-04 19:37:29,195,Manhattan,738.7457627118646,836.2965860918689,679.2452830188679,756.464188379699
60,2016-03-04 19:37:42,278,Manhattan,729.6833333333335,578.8702017905172,670.2777777777777,564.7464764140174
61,2016-03-04 19:37:43,363,Manhattan,722.2786885245903,554.1315966808199,663.1454545454545,532.5803647002538
62,2016-03-04 19:37:52,849,Manhattan,716.4838709677421,618.0619538112999,657.7857142857142,535.921816876719
63,2016-03-04 19:37:55,466,Manhattan,718.5873015873017,740.8468949101361,661.1403508771929,616.2522707834257
64,2016-03-04 19:37:59,499,Manhattan,714.6406250000001,634.0741793467329,657.7758620689654,588.9936085348744
65,2016-03-04 19:38:04,843,Manhattan,711.323076923077,610.8696240978143,655.0847457627117,565.1861191316473
66,2016-03-04 19:38:05,906,Global,713.3181818181819,745.1461760995096,1265.4,1269.8847526128968
67,2016-03-04 19:38:05,183,Manhattan,716.1940298507463,470.4584176961115,658.2166666666665,581.103350372833
68,2016-03-04 19:38:08,572,Manhattan,708.3529411764707,658.486079428399,650.4262295081966,592.4014858817953
69,2016-03-04 19:38:17,512,Manhattan,706.376811594203,645.3442887931035,649.1612903225805,508.7152453299114
70,2016-03-04 19:38:21,493,Manhattan,703.6000000000001,517.207411366437,646.9841269841269,555.379649136085
71,2016-03-04 19:38:23,686,Manhattan,700.6338028169015,543.6572484776316,644.5781249999999,505.80599342808506
72,2016-03-04 19:38:25,805,Manhattan,700.4305555555557,593.8773433530142,645.2153846153846,571.4716216574196
73,2016-03-04 19:38:26,906,Manhattan,701.8630136986302,645.2108339929456,647.6363636363636,606.2757604304534
74,2016-03-04 19:38:28,989,Manhattan,704.6216216216217,836.7287378730109,651.4925373134329,1016.7585465037015
75,2016-03-04 19:38:44,592,Manhattan,708.4133333333334,683.8041749737688,656.4558823529412,680.5375351948194
76,2016-03-04 19:39:06,594,Manhattan,706.8815789473686,672.2573516920136,655.5217391304349,650.6562867553134
77,2016-03-04 19:39:14,395,Manhattan,705.4155844155846,612.6892287699493,654.6428571428572,628.2593259042138
78,2016-03-04 19:39:15,1794,Global,701.4358974358976,1281.0202154913782,1205.5,1222.5084816968497
79,2016-03-04 19:39:26,115,Manhattan,715.2658227848102,502.615090083562,650.9859154929578,561.329188191192
80,2016-03-04 19:39:26,173,Manhattan,707.7625,569.5292047853625,643.5416666666667,571.1982411773791
81,2016-03-04 19:39:27,275,Manhattan,701.1604938271605,448.9877611896451,637.095890410959,491.8415798597679
82,2016-03-04 19:39:31,376,Manhattan,695.9634146341464,427.8836131151366,632.2027027027028,454.46969549929315
83,2016-03-04 19:39:42,610,Manhattan,692.1084337349398,559.1054967850891,628.7866666666667,542.1864076422395
84,2016-03-04 19:39:47,664,Manhattan,691.1309523809524,511.177140161659,628.5394736842106,522.8445162779542
85,2016-03-04 19:39:49,1139,Manhattan,690.8117647058824,658.1558120384443,629.0000000000001,888.9769989065542
86,2016-03-04 19:39:59,1276,Global,696.0232558139536,1112.6173731057104,1289.5714285714287,1298.095697089897
87,2016-03-04 19:40:00,1106,Manhattan,702.689655172414,606.6454478385267,635.5384615384617,591.005604657022
88,2016-03-04 19:40:01,207,Manhattan,707.2727272727275,539.2236243162342,641.4936708860761,530.4161011446339
89,2016-03-04 19:40:06,658,Manhattan,701.6516853932586,620.4163226785984,636.0625000000001,627.8578992538216
90,2016-03-04 19:40:10,826,Manhattan,701.1666666666669,667.471795701407,636.3333333333335,632.0615777025765
91,2016-03-04 19:40:17,538,Manhattan,702.5384615384618,630.3528360000226,638.6463414634147,634.7534596408238
92,2016-03-04 19:40:26,1495,Manhattan,700.7500000000002,676.2548832458612,637.4337349397591,926.6137144726894
93,2016-03-04 19:40:32,1930,Global,709.2903225806454,1411.7686361789472,1287.875,1301.4654814535945
94,2016-03-04 19:40:40,733,Manhattan,722.276595744681,621.3402702827166,647.6428571428572,615.6152615658825
95,2016-03-04 19:40:43,1321,Global,722.3894736842107,1161.0491091175195,1359.2222222222222,1353.508276210434
96,2016-03-04 19:40:46,359,Manhattan,728.6250000000001,559.6669787529946,648.6470588235295,494.0289595234917
97,2016-03-04 19:40:47,225,Manhattan,724.8144329896909,557.0856152204838,638.5938466161101,549.977135249512
98,2016-03-04 19:40:51,229,Manhattan,719.7142857142859,494.05016307675714,675.6191464601987,513.12953397012
99,2016-03-04 19:40:54,814,Manhattan,714.757575757576,796.6121256854326,635.7727272727274,978.1732932787698
100,2016-03-04 19:40:59,2880,Global,715.7500000000002,1477.5985725155808,1355.3999999999999,1369.6102547145927
101,2016-03-04 19:41:06,1116,Manhattan,737.1782178217824,674.7835851731127,666.4603267047805,878.8250660067414
102,2016-03-04 19:41:10,243,Manhattan,740.8921568627453,526.0539960832375,532.3942552249486,471.0846270064823
103,2016-03-04 19:41:11,544,Manhattan,736.0582524271847,483.9164901627199,475.5806449060212,448.7532514623264
104,2016-03-04 19:41:15,647,Manhattan,734.2115384615387,515.2997022878337,590.6015982970187,486.7158361654954
105,2016-03-04 19:41:46,982,Manhattan,733.3809523809526,500.45224100449025,582.6128727126799,510.1422395892197
106,2016-03-04 19:42:03,1368,Global,735.7264150943399,1228.2865488088546,1494.0,1411.024371077581
107,2016-03-04 19:42:20,772,Manhattan,741.6355140186919,646.5315535629968,467.8730787136491,609.1223912592911
108,2016-03-04 19:42:22,340,Manhattan,741.916666666667,576.2433148278708,642.8,607.5987892429549
109,2016-03-04 19:42:23,196,Manhattan,738.2293577981654,505.4050865953467,639.6458333333333,552.142425264786
110,2016-03-04 19:42:24,1004,Manhattan,733.3000000000003,614.2696735910828,635.0721649484535,625.7171280092028
111,2016-03-04 19:42:26,385,Global,735.738738738739,1405.2949258025099,1483.5,1452.051318016749
112,2016-03-04 19:42:26,767,Manhattan,732.6071428571431,634.3266828236061,638.8367346938775,647.7271444342364
113,2016-03-04 19:42:32,423,Manhattan,732.911504424779,558.4806875707172,640.131313131313,524.0799542914294
114,2016-03-04 19:42:36,425,Manhattan,730.1929824561406,530.1724171476549,637.9599999999999,517.0842271895485
115,2016-03-04 19:42:39,750,Manhattan,727.5391304347829,720.9648854387402,635.8514851485148,669.1032208835535
116,2016-03-04 19:42:40,274,Manhattan,727.73275862069,569.0798368794209,636.9705882352941,530.8604404189413
117,2016-03-04 19:42:42,1043,Manhattan,723.8547008547012,587.9458195177774,633.4466019417476,621.8056799305386
118,2016-03-04 19:42:49,728,Manhattan,726.5593220338986,683.3878386894858,637.3846153846155,697.8762837135192
119,2016-03-04 19:42:54,185,Manhattan,726.5714285714289,565.8874509168784,638.2476190476191,536.5642188655548
120,2016-03-04 19:43:06,257,Manhattan,722.0583333333336,541.3235058403275,633.9716981132076,482.9483672435371
121,2016-03-04 19:43:13,498,Manhattan,718.2148760330581,485.3941368287768,630.4485981308412,473.3088636176761
122,2016-03-04 19:43:18,1083,Manhattan,716.409836065574,619.1975196583835,629.2222222222223,635.449017600934
123,2016-03-04 19:43:23,650,Manhattan,719.3902439024392,641.6553223722683,633.3853211009175,705.4430267652508
124,2016-03-04 19:43:26,1206,Manhattan,718.8306451612906,705.1887765019942,633.5363636363637,874.7322380755851
125,2016-03-04 19:43:33,298,Manhattan,722.7280000000003,699.2546662881402,638.6936936936937,758.5352293035554
126,2016-03-04 19:43:35,666,Manhattan,719.3571428571431,558.9099217418011,635.6517857142858,533.7733526676327
127,2016-03-04 19:43:43,400,Manhattan,718.937007874016,638.5876126592736,635.920353982301,660.9480651360444
128,2016-03-04 19:43:52,150,Manhattan,716.4453125000002,488.3380731521664,633.8508771929826,511.1393070356433
129,2016-03-04 19:43:54,960,Manhattan,712.0542635658917,663.3275510204082,629.6434782608696,654.4285454175227
130,2016-03-04 19:44:02,458,Manhattan,713.9615384615387,551.8955310155775,632.4913793103449,489.67945744224414
131,2016-03-04 19:44:05,156,Manhattan,712.0076335877865,511.675821857629,559.0810665527761,469.8009807576546
132,2016-03-04 19:44:05,375,Global,707.7954545454547,997.9968270599331,1399.0,1203.430073699962
133,2016-03-04 19:44:08,225,Manhattan,705.2932330827069,433.4285434973053,607.841444653098,461.14924180368644
134,2016-03-04 19:44:13,760,Manhattan,701.7089552238807,576.0708424726829,566.0793909894849,573.5420778627296
135,2016-03-04 19:44:35,741,Manhattan,702.1407407407409,825.9279855904676,756.0710526639798,940.0690279078204
136,2016-03-04 19:44:45,631,Manhattan,702.4264705882354,580.0803909018828,540.5166277778411,600.7349572781471
137,2016-03-04 19:44:55,1015,Global,701.9051094890511,1474.1390960801518,1325.857142857143,1374.4178999166354
138,2016-03-04 19:45:01,1043,Manhattan,704.1739130434783,601.6962868695346,539.2731746597768,602.3286829175787
139,2016-03-04 19:45:01,741,Manhattan,706.6115107913669,633.5760722271409,629.130081300813,709.3669604927396
140,2016-03-04 19:45:06,49,Manhattan,706.8571428571428,468.21135526501894,630.0322580645161,489.4608476648016
141,2016-03-04 19:45:18,1521,Manhattan,702.191489361702,745.2641643154323,625.384,801.5821964411027
142,2016-03-04 19:45:21,946,Manhattan,707.9577464788731,847.4217348700023,632.4920634920635,923.8655980781066
143,2016-03-04 19:45:25,349,Manhattan,709.6223776223775,575.3691367090314,634.9606299212599,483.20117953828935
144,2016-03-04 19:45:25,2185,Global,707.1180555555554,1613.4162698096068,1305.1333333333334,1358.0427830063927
145,2016-03-04 19:45:31,567,Manhattan,717.310344827586,707.3851892266018,564.0519303573371,666.5299193573952
146,2016-03-04 19:45:38,700,Manhattan,716.2808219178081,664.4233466582058,571.5935246383656,644.1870681897652
147,2016-03-04 19:45:57,549,Manhattan,716.1700680272107,647.8140392218959,675.602051324057,671.7003137398002
148,2016-03-04 19:46:01,962,Manhattan,715.0405405405404,512.1461922119663,603.3019902054302,476.45258183459447
149,2016-03-04 19:46:24,379,Manhattan,716.697986577181,541.2086531961223,635.316143213348,545.2664859226049
150,2016-03-04 19:46:25,676,Manhattan,714.4466666666665,714.6239745645603,727.687140039554,671.0996464607052
151,2016-03-04 19:46:28,559,Manhattan,714.1920529801323,554.055570887489,508.43233935965907,507.15520616899613
152,2016-03-04 19:46:29,588,Manhattan,713.1710526315788,577.6498890431367,549.9684101453743,528.2026264431985
153,2016-03-04 19:46:31,1295,Manhattan,712.3529411764705,655.0911089381109,498.74960707710954,645.0475489977769
154,2016-03-04 19:46:32,22,Queens,716.1363636363635,151.08,25.18,1259.0
155,2016-03-04 19:46:33,119,Manhattan,711.6580645161289,628.9750409259602,636.963503649635,569.9210612215682
156,2016-03-04 19:46:34,463,Manhattan,707.8589743589743,664.2998210820679,633.2101449275361,694.7453554223899
157,2016-03-04 19:46:38,517,Manhattan,706.2993630573247,647.8363109386485,631.9856115107913,657.8252765541968
158,2016-03-04 19:46:42,1512,Global,705.1012658227847,988.3973031584337,1360.125,1133.5449665710819
159,2016-03-04 19:46:49,211,Manhattan,710.1761006289307,555.3751409423058,631.1642857142856,506.5878461588463
160,2016-03-04 19:46:50,1313,Manhattan,707.0562499999999,633.7725186828426,628.1843971631205,643.1937895990063
161,2016-03-04 19:47:03,601,Manhattan,710.8198757763973,642.7558177878275,633.007042253521,706.5300039768008
162,2016-03-04 19:47:14,911,Manhattan,710.1419753086418,627.4559999999998,632.7832167832167,642.7259805839415
163,2016-03-04 19:47:16,838,Manhattan,711.3742331288341,669.8223397397353,634.7152777777777,705.7893163240786
164,2016-03-04 19:47:22,1912,Global,712.1463414634144,1607.6146928322964,1369.0588235294117,1471.7333560532984
165,2016-03-04 19:47:22,730,Manhattan,719.4181818181816,498.55205962489345,636.1172413793103,493.53783781809614
166,2016-03-04 19:47:28,401,Brooklyn,719.4819277108431,0.0,0.0,0.0
167,2016-03-04 19:47:38,519,Manhattan,717.574850299401,676.0898170677626,636.7602739726027,692.6892078476445
168,2016-03-04 19:47:39,1037,Manhattan,716.3928571428569,766.5248334069358,635.9591836734694,756.5409844071787
169,2016-03-04 19:47:44,1016,Manhattan,718.2899408284021,864.8945486345344,638.668918918919,929.3735903045495
170,2016-03-04 19:47:50,514,Manhattan,720.041176470588,697.5194207837351,641.2013422818792,719.6870148552468
171,2016-03-04 19:47:52,535,Manhattan,718.8362573099413,727.56618473544,640.3533333333334,693.0601547721587
172,2016-03-04 19:47:53,738,Manhattan,717.7674418604649,689.8662487019446,639.6556291390729,706.9518469089437
173,2016-03-04 19:47:56,1228,Manhattan,717.8843930635836,784.9983671985686,640.3026315789474,914.5200714703591
174,2016-03-04 19:48:02,1674,Manhattan,720.8160919540228,794.4061394315031,644.1437908496732,780.7181888454476
175,2016-03-04 19:48:13,890,Manhattan,726.262857142857,743.4499707493851,650.8311688311688,742.5549349755202
176,2016-03-04 19:48:14,1046,Manhattan,727.1931818181816,943.5808987220476,652.3741935483871,976.4726977109947
177,2016-03-04 19:48:19,578,Manhattan,728.9943502824857,503.8355147061667,654.8974358974359,599.2895444359681
178,2016-03-04 19:48:20,688,Manhattan,728.1460674157302,759.1311868674693,654.407643312102,761.4550791526322
179,2016-03-04 19:48:22,325,Manhattan,727.921787709497,554.2138384303776,654.6202531645571,612.6133560824924
180,2016-03-04 19:48:22,871,Manhattan,725.6833333333332,724.2551765960013,652.5471698113208,733.2018360823372
181,2016-03-04 19:48:26,204,Manhattan,726.4861878453037,523.4882285311007,653.9125,569.4277707430628
182,2016-03-04 19:48:47,892,Manhattan,723.6153846153844,993.919237809014,651.1180124223603,930.1025688629356
183,2016-03-04 19:48:49,361,Manhattan,724.5355191256829,578.2157867533226,652.604938271605,557.8765845523195
184,2016-03-04 19:48:52,551,Manhattan,722.5597826086955,699.3196250064482,650.8159509202454,724.5012020665562
185,2016-03-04 19:48:56,1394,Manhattan,721.6324324324323,767.5959754223579,650.2073170731708,696.1824919098442
186,2016-03-04 19:49:06,414,Manhattan,725.2473118279569,589.6655352733768,654.7151515151515,541.898169926733
187,2016-03-04 19:49:06,241,Manhattan,723.5828877005347,537.4749118836673,653.2650602409639,537.5487322036663
188,2016-03-04 19:49:08,996,Global,721.0159574468084,888.5508212447912,1399.2222222222222,1074.672708154667
189,2016-03-04 19:49:11,494,Manhattan,722.4708994708994,622.3520875563909,650.7964071856287,720.2886373938765
190,2016-03-04 19:49:16,277,Manhattan,721.2684210526315,638.4227759581431,649.8630952380952,703.2545072738106
191,2016-03-04 19:49:23,587,Manhattan,718.9424083769633,650.461799045934,647.6568047337278,655.0860215795234
192,2016-03-04 19:49:30,306,Manhattan,718.2552083333333,454.45582608964173,647.3,502.0203478941447
193,2016-03-04 19:49:31,378,Manhattan,716.1191709844559,433.0509169863264,645.3040935672515,467.0452401230896
194,2016-03-04 19:49:35,628,Manhattan,714.3762886597938,446.14431898283874,643.75,472.1574338113594
195,2016-03-04 19:49:43,844,Manhattan,713.9333333333333,655.4850018275347,643.6589595375723,648.4160175800665
196,2016-03-04 19:49:47,486,Manhattan,714.5969387755101,658.0386773437926,644.8103448275863,651.0857178640738
197,2016-03-04 19:49:54,547,Manhattan,713.4365482233502,496.4004844336281,643.9028571428572,497.1711804902379
198,2016-03-04 19:50:02,1126,Manhattan,712.5959595959596,660.6415567642086,643.3522727272727,666.7761165689404
199,2016-03-04 19:50:07,217,Manhattan,714.6733668341708,457.1494229638341,646.0790960451977,512.280024974111
200,2016-03-04 19:50:07,799,Manhattan,712.185,619.788515006045,643.6685393258426,630.3735516217397
201,2016-03-04 19:50:09,160,Manhattan,712.6169154228855,478.01031797296673,644.536312849162,492.8035516085864
202,2016-03-04 19:50:10,808,Manhattan,709.8811881188119,689.6918443882976,641.8444444444444,814.5933163252247
203,2016-03-04 19:50:14,650,Manhattan,710.3645320197045,671.6199527756721,642.7624309392265,795.864221372341
204,2016-03-04 19:50:28,342,Manhattan,710.0686274509804,581.4319329940384,642.8021978021978,509.69427379940987
205,2016-03-04 19:50:31,834,Manhattan,708.2731707317074,584.3140507296001,641.1584699453553,605.644079514759
206,2016-03-04 19:50:34,428,Manhattan,708.8834951456312,477.2988408851422,642.2065217391305,468.5940737554255
207,2016-03-04 19:50:36,1330,Manhattan,707.5265700483093,797.0005025125628,641.0486486486487,875.4402801343925
208,2016-03-04 19:50:52,338,Manhattan,710.5192307692308,564.6435520624855,644.7526881720431,509.8284778537279
209,2016-03-04 19:50:57,670,Manhattan,708.7368421052632,557.3891491684718,643.1122994652408,529.9064062071994
210,2016-03-04 19:50:58,714,Manhattan,708.552380952381,784.193647994354,643.2553191489363,905.3930045160799
211,2016-03-04 19:50:59,2476,Global,708.5781990521327,1356.9276791249122,1378.0,1331.964813103524
212,2016-03-04 19:51:00,750,Manhattan,716.9150943396227,636.6268489301958,643.6296296296298,685.0139576576601
213,2016-03-04 19:51:05,1119,Manhattan,717.0704225352113,819.441694785276,644.1894736842107,850.4897156773408
214,2016-03-04 19:51:10,1088,Manhattan,718.9485981308411,842.0326242861631,646.6753926701573,752.0052673790784
215,2016-03-04 19:51:23,873,Manhattan,720.6651162790697,753.9700149476271,648.9739583333336,738.4690831296467
216,2016-03-04 19:51:26,1890,Manhattan,721.3703703703703,1208.976001779859,650.134715025907,1000.6258515989099
217,2016-03-04 19:51:33,332,Manhattan,726.7557603686636,490.62592826947593,744.737958691974,595.913170110805
218,2016-03-04 19:51:35,93,Manhattan,724.9449541284404,423.4782529239766,726.964633247984,541.5947886136846
219,2016-03-04 19:51:43,176,Manhattan,722.0593607305937,497.73261281707863,608.0091644130475,490.61949432458624
220,2016-03-04 19:51:47,537,Manhattan,719.5772727272728,669.0935474960306,664.5240961266957,692.6710939803218
221,2016-03-04 19:51:50,193,Manhattan,718.7511312217194,394.476780283346,650.3823134830445,424.6566692052718
222,2016-03-04 19:51:53,467,Manhattan,716.3828828828829,610.0611363073057,614.7356249841707,630.7470912477239
223,2016-03-04 19:51:59,368,Manhattan,715.2645739910314,642.3883001156253,679.2419028894618,624.5453638841757
224,2016-03-04 19:52:00,474,Manhattan,713.7142857142857,678.9735828718592,529.5164931363008,619.6582292402602
225,2016-03-04 19:52:01,149,Manhattan,712.6488888888888,472.42803177140905,496.5177463262871,449.1733480208605
226,2016-03-04 19:52:09,857,Manhattan,710.1548672566371,601.0476236300916,570.1522508665006,573.8593994801508
227,2016-03-04 19:52:16,473,Manhattan,710.8017621145374,420.8986436707123,605.7896003279625,428.2249358731387
228,2016-03-04 19:52:20,1706,Global,709.7587719298245,1256.4439375665688,1432.9,1340.794494614382
229,2016-03-04 19:52:23,352,Manhattan,714.1091703056768,621.3745433539989,712.1084325515174,660.8136711190397
230,2016-03-04 19:52:41,380,Manhattan,712.5347826086957,588.4667349190022,687.6702363932036,563.3189603545453
231,2016-03-04 19:52:42,554,Manhattan,711.0952380952381,598.0972033668204,743.6640455950046,608.4591343795611
232,2016-03-04 19:52:49,1055,Manhattan,710.4181034482758,718.1310706043942,599.1851091880969,618.3450707277984
233,2016-03-04 19:52:50,357,Manhattan,711.8969957081545,399.253743754252,712.3752702823454,439.83571418430466
234,2016-03-04 19:52:51,209,Manhattan,710.3803418803418,443.6291365245498,569.7861845601776,453.72909909567227
235,2016-03-04 19:52:53,539,Manhattan,708.2468085106382,385.95583732263765,611.8452046648699,407.1143614483327
236,2016-03-04 19:52:54,566,Manhattan,707.529661016949,613.0996460638418,582.2270124967424,580.6289524583965
237,2016-03-04 19:52:58,163,Manhattan,706.9324894514767,369.31409293173226,606.9644130334735,418.89269876066663
238,2016-03-04 19:53:08,176,Manhattan,704.6470588235294,383.86200082075914,554.1055074977415,398.1972360726382
239,2016-03-04 19:53:11,651,Manhattan,702.4351464435147,357.0502578981303,458.44274809160333,368.83950744573843
240,2016-03-04 19:53:14,745,Manhattan,702.2208333333333,645.0115329229106,705.2788022946447,620.6496379138456
241,2016-03-04 19:53:21,506,Manhattan,702.3983402489627,621.6194622307082,710.3079877294774,630.5342469394648
242,2016-03-04 19:53:26,1439,Manhattan,701.5867768595041,645.19190975013,555.168566220448,711.197670100477
243,2016-03-04 19:53:28,129,Manhattan,704.6213991769547,465.4907058774743,514.2633614645815,463.5255105741793
244,2016-03-04 19:53:33,421,Manhattan,702.2622950819672,660.3651877606354,616.9709847173804,600.7935729645285
245,2016-03-04 19:53:34,1145,Manhattan,701.1142857142856,669.2082353661826,651.7521522504511,621.4283259454207
246,2016-03-04 19:53:36,775,Manhattan,702.9186991869918,760.4493855477317,547.4933247478156,676.8977088984891
247,2016-03-04 19:53:39,618,Manhattan,703.2105263157895,675.1834320211735,663.0788269716758,629.28331969719
248,2016-03-04 19:53:40,759,Manhattan,702.866935483871,739.2712281473136,721.494576329581,664.0202341071404
249,2016-03-04 19:53:47,893,Manhattan,703.0923694779117,696.6038228493836,587.9346297349583,658.0238182216852
250,2016-03-04 19:53:55,311,Manhattan,703.8520000000001,623.1446531484331,750.7132001147502,656.7475624422467
251,2016-03-04 19:54:01,1394,Manhattan,702.2868525896415,1009.686990367469,636.1127252518684,977.4301449778483
252,2016-03-04 19:54:01,832,Manhattan,705.0317460317461,677.9438387393104,755.6235135683911,642.991046346225
253,2016-03-04 19:54:03,412,Manhattan,705.5335968379447,727.0604729094723,711.2517653703854,647.7755043201312
254,2016-03-04 19:54:04,2153,Manhattan,704.3779527559055,917.550393703006,804.9014177902711,983.9062133098821
255,2016-03-04 19:54:11,220,Manhattan,710.0588235294118,459.0613204818952,457.4135338345867,492.5729731851815
256,2016-03-04 19:54:20,994,Manhattan,708.1445312500001,791.6131080091911,899.8265306122452,701.0868129870906
257,2016-03-04 19:54:35,337,Manhattan,709.2568093385215,432.738393519508,455.64179104477637,450.18202575447356
258,2016-03-04 19:54:48,2680,Global,707.8139534883722,1574.6325218575334,1445.904761904762,1544.3760649837716
